5.031036389190106     1.974488212815943e-40
5.430085024385969     7.697747057123782e-41
6.011813853423451     2.8480358684357933e-41
6.65586370119518     1.299081396906336e-41
7.463253216383284     5.3366992312063015e-42
8.584236170029666     2.19234597248346e-42
9.503871430425468     1.2328467394420734e-42
11.213049953296245     5.064603543891693e-43
12.573248925511706     2.8480358684357932e-43
13.920229928900648     1.7782794100389228e-43
15.80865885428813     1.2328467394420734e-43
17.502251599642598     9.490142360424714e-44
19.62536214819518     7.30527154266439e-44
22.006016611924196     5.623413251903491e-44
24.99136947712625     5.064603543891693e-44
28.74508094314469     4.561323862890188e-44
32.23200285270256     4.328761281083097e-44
36.141905808214105     4.108056080177238e-44
43.18760454482112     4.108056080177238e-44
50.310363891901034     4.108056080177238e-44
55.700148571855394     4.328761281083097e-44
64.06632820616757     4.561323862890188e-44
72.75761476866259     4.80638086306437e-44
80.55218922796772     5.336699231206302e-44
93.83734048371286     5.623413251903491e-44
105.22027863283404     6.243879965653645e-44
119.49454125079845     7.30527154266439e-44
137.44265850104665     7.697747057123781e-44
160.11052792431693     8.547088125592475e-44
184.15917900163615     1e-43
214.53181780412254     1.1103363181676413e-43
240.5555989609075     1.2990813969063575e-43
266.32648952219523     1.4424172552410575e-43
310.2506550926765     1.6015682644458306e-43
356.85039995367873     1.9744882128159427e-43
400.1381360534344     2.08056753821718e-43
454.4211783690733     2.310129700083139e-43
503.1036389190101     2.702826583905151e-43
571.3550592658709     2.8480358684357932e-43
657.1727668187497     3.3321709412448233e-43
746.3253216383272     3.898603702549096e-43
836.858311294046     4.328761281083097e-43
962.55468985435     5.064603543891693e-43
1121.3049953296234     5.3366992312063015e-43
1289.7253542749386     6.2438799656536444e-43
1446.1754823517585     7.305271542664508e-43
1621.6037924842578     8.111308307896823e-43
1772.6328142775178     9.006280202112758e-43
2118.199449482036     1.0537249727360746e-42
2436.3536654049412     1.1699891065890714e-42
2731.8955354082045     1.2990813969063361e-42
3182.4561688390268     1.6015682644458306e-42
3614.1905808214065     1.778279410038923e-42
3950.8003436535755     2.0805675382171802e-42
4544.211783690728     2.19234597248346e-42
5160.682992804293     2.702826583905151e-42
5786.699619144097     3.001046517818869e-42
6827.381069829799     3.511191734215142e-42
7655.576498619071     3.898603702549096e-42
8584.23617002964     4.328761281083097e-42
9625.5468985435     5.064603543891694e-42
